GA_Id,Name,YE_Id,Comment,Filename,FileToRun,FilenameIndex,ScrnshotFilename,MU_Id,GE_Id,PU_Id,DI_Id,CR_Id,SidFilename,DateLastPlayed,TimesPlayed,CCode,HighScore,FA,SA,Fav,PR_Id,LA_Id,Extras,Classic,Rating,V_LoadingScreen,V_HighScoreSaver,V_IncludedDocs,V_PalNTSC,V_TrueDriveEmu,V_Length,V_Trainers,PlayersFrom,PlayersTo,PlayersSim,V_Comment,Adult,MemoText,Prequel,Sequel,Related,Control,CRC,Filesize,Version,Gemus,V_LengthType
8507,"Warrior of Ras Vol.III - The Wylde",23,"","w\WARORAS3_08507_01.zip","",0,"W\Warrior_of_Ras_Vol.III_-_The_Wylde.png",1571,89,349,8,7,"","",0,4,"",0,0,0,1325,2,1,0,0,1,0,0,3,0,282,0,1,1,0,"",0,"Keyboard controls:
------------------
F3 = show possible key-commands",8506,8877,0,0,"",0,1,"",0
8508,"Warriors [Preview]",28,"a.k.a. ""Warriors of the Wasteland""","w\WARRIOR-_08508_01.zip","",0,"W\Warriors_(of_the_Wasteland).png",316,101,883,8,618,"","",0,4,"",0,0,0,577,2,0,0,0,1,0,0,3,0,401,1,1,1,0,"preview crashes after highscore table",0,"",0,0,0,0,"",0,1,"",0
8509,"Warriors of the Crown",35,"COMPUTE!'s Gazette 1995/02","w\WARROFTC_08509_01.zip","",0,"W\Warriors_of_the_Crown.png",39,7,587,8,7,"","",0,4,"",0,0,0,2722,2,0,0,0,1,0,1,2,0,208,0,1,2,1,"",0,"",0,0,0,0,"",0,1,"",0
8510,"Warriors of Zypar, The",24,"","w\WARZYPAR_08510_01.zip","",0,"W\The_Warriors_of_Zypar.png",2128,2,110,8,7,"","",0,4,"",0,0,0,434,2,1,0,0,0,0,0,3,0,77,0,1,2,1,"",0,"",0,0,0,0,"",0,1,"",0
8511,"Warship",27,"Ahoy! 1987/12 (Issue #48)","w\WARSHIP_08511_01.zip","",0,"W\Warship_v1.png",39,5,2078,8,7,"","",0,4,"",0,0,0,1820,2,0,0,0,0,0,0,3,0,13,0,2,2,1,"",0,"",0,0,0,0,"",0,1,"",0
8512,"Was'dat denn",28,"Input 64  1988/06","w\WASDATDE_08512_01.zip","",0,"W\Was_dat_denn.png",39,46,332,8,59,"","",0,4,"",0,0,0,4586,3,0,0,0,0,0,0,3,0,28,0,1,4,0,"",0,"",0,0,0,2,"",0,1,"",0
8513,"Was mache ich mit einer Million?",26,"Input 64  1987/01","w\WASMACHE_08513_01.zip","",0,"W\Was_mache_ich_mit_einer_Million.png",39,1,332,8,59,"","",0,4,"",0,0,0,4587,3,0,0,0,0,0,0,3,0,42,0,2,6,0,"",0,"",0,0,0,0,"",0,1,"",0
8514,"Wasted Time",33,"","w\WASTEDTI_08514_02.zip","",0,"W\Wasted_Time.png",2217,94,2417,8,1356,"GAMES\S-Z\Wasted_Time.sid","",0,4,"",0,0,0,4588,18,1,0,0,1,0,0,3,0,379,2,1,1,0,"",0,"",0,0,0,0,"",0,2,"vtde=yes
",0
8515,"Wasteland",28,"","w\WASTLND0_08515_01.zip","WASTLND0.D64",0,"W\Wasteland.png",39,89,655,8,7,"","",0,4,"",0,0,0,408,2,1,0,0,0,0,0,3,0,9,0,1,1,0,"",0,"Original version protection note:
---------------------------------
scan of codewheel is missing to bypass security check of original disk version
",0,0,0,0,"",0,1,"vtde=yes",1
8516,"Wastelands",29,"Game On 1990/01","w\WASLANDS_08516_01.zip","",0,"W\Wastelands.png",1536,33,1884,8,7,"GAMES\S-Z\Wastelands_PSID.sid","",0,4,"",0,0,0,2305,2,0,0,0,1,1,0,3,0,302,0,1,2,1,"",0,"",0,0,0,0,"",0,1,"",0
8517,"Watch It [Preview]",2,"","w\WATCHIT-_08517_01.zip","",0,"W\Watch_It_Preview.png",38,3,883,8,189,"","",0,4,"",0,0,0,1,2,0,0,0,0,0,0,3,0,38,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8518,"Water Loop",4,"","w\WATRLOOP_08518_02.zip","",0,"W\Water_Loop.png",4072,2,1874,8,7,"","",0,4,"",0,0,0,7801,5,0,0,0,1,0,0,3,0,62,0,1,1,0,"",0,"",0,0,0,0,"",0,2,"",0
8519,"Waterfall",29,"","w\WATERFAL_08519_01.zip","",0,"W\Waterfall.png",2034,2,1365,8,465,"","",0,4,"",0,0,0,4589,2,0,0,0,0,1,1,3,0,81,1,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8520,"Waterline",23,"","w\WATERLIN_08520_01.zip","",0,"W\Waterline.png",259,13,352,8,574,"GAMES\S-Z\Waterline.sid","",0,4,"",0,0,0,1681,2,0,0,0,1,0,0,3,0,81,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8521,"Water Polo",27,"Commodore Format 1993/06 (Issue #33)","w\WATERPOL_08521_01.zip","",0,"W\Water_Polo.png",572,39,36,8,22,"GAMES\S-Z\Water_Polo.sid","",0,4,"",0,0,0,4590,2,1,0,0,1,0,0,3,0,172,0,1,2,1,"",0,"",0,0,0,0,"",0,1,"",0
8522,"Wator",25,"64'er Sonderheft 1985/03","w\WATOR_08522_01.zip","",0,"W\Wator.png",39,1,1882,8,7,"","",0,4,"",0,0,0,481,3,0,0,0,0,0,1,3,0,153,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8523,"Wauu Wauu!",28,"","w\WAUUWAUU_08523_01.zip","",0,"W\Wauu_Wauu!.png",39,153,626,8,7,"","",0,4,"",0,0,0,3150,2,0,0,0,0,0,0,3,0,111,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8524,"Wavy Navy",23,"","w\WAVYNAVY_08524_01.zip","",0,"W\Wavy_Navy.png",2550,9,153,8,7,"GAMES\S-Z\Wavy_Navy.sid","",0,4,"8410",0,0,0,3500,2,0,0,4,0,0,0,3,0,183,0,1,4,0,"",0,"the version without the border is a bugged ripoff",0,0,0,0,"",0,1,"",0
8525,"Waxworks",23,"a.k.a. ""Mysterious Adventure No.11""","w\WAXWORKS_08525_01.zip","",0,"W\Waxworks.png",39,87,131,8,7,"","",0,4,"",0,0,0,122,2,1,0,0,0,0,0,3,0,75,0,1,1,0,"",0,"",0,0,20394,2,"",0,1,"",0
8526,"Way of the Exploding Fist, The",25,"European version","w\WAYOFEXP_08526_01.zip","",0,"W\The_Way_of_the_Exploding_Fist.png",302,33,167,8,3,"MUSICIANS\B\Brennan_Neil\Way_of_the_Exploding_Fist.sid","",0,4,"28900",0,0,0,5575,2,1,0,5,1,1,1,3,0,201,0,1,2,1,"",0,"",0,2782,19461,0,"",0,1,"",0
8527,"Way of the Ghost, The",28,"","w\WAYGHOST_08527_01.zip","",0,"W\Way_of_the_Ghost,_The.png",39,153,626,8,1450,"","",0,4,"",0,0,0,3294,2,0,0,0,0,0,0,3,0,86,2,1,2,1,"",0,"",0,0,0,0,"",0,1,"",0
8528,"Way of the Tiger, The",26,"","w\WAYOFTT0_08528_01.zip","WAYOFTT0.D64",0,"W\Way_of_the_Tiger.png",40,4,36,8,195,"MUSICIANS\D\Daglish_Ben\Way_of_the_Tiger.sid","",0,4,"",0,0,0,1,2,1,0,0,0,0,0,3,0,2,0,1,1,0,"levelpacked version also included on 2nd disk",0,"Contains following parts:
-------------------------
Unarmed Combat, Pole Fighting, Sword Fighting",0,509,0,0,"",0,1,"",1
8530,"Way Out",23,"","w\WAYOUT_08530_01.zip","",0,"W\Way_Out.png",39,59,153,8,3,"","",0,4,"",0,0,0,4591,2,1,0,0,0,1,1,3,0,129,1,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8531,"Weasel",28,"64'er 1988/09, 64'er Sonderheft 37","w\WEASEL_08531_01.zip","",0,"W\Weasel.png",39,2,1882,8,7,"","",0,4,"",0,0,0,2261,3,0,0,0,0,0,0,3,0,6,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8532,"Weatherwar II",22,"","w\WEATWAR2_08532_01.zip","",0,"W\Weatherwar_II.png",39,18,478,8,7,"","",0,4,"",0,0,0,409,2,0,0,0,0,0,1,3,0,29,0,2,2,0,"",0,"",0,0,16404,0,"",0,1,"",0
8533,"Weaver",30,"64'er Sonderheft 54","w\WEAVER1_08533_01.zip","",0,"W\Weaver.png",39,158,1882,8,7,"","",0,4,"",0,0,0,351,2,0,0,0,0,1,0,3,0,138,0,1,2,1,"",0,"",0,8534,0,0,"",0,1,"",0
8534,"Weaver II",31,"64'er Sonderheft 61, 64'er 1999/08","w\WEAVER2_08534_01.zip","",0,"W\Weaver_II.png",39,158,1882,8,7,"","",0,4,"",0,0,0,351,2,0,0,0,0,1,0,3,0,64,0,1,2,1,"",0,"",8533,0,105,0,"",0,1,"",0
8535,"Web",25,"","w\WEB_08535_01.zip","",0,"W\Web.png",87,139,274,8,78,"MUSICIANS\C\Cox_Chris\Web.sid","",0,4,"",0,0,0,101,2,1,0,0,0,0,0,3,0,142,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8536,"Web Dimension",25,"","w\WEBDIMEN_08536_01.zip","",0,"W\Web_Dimension.png",56,2,47,8,203,"MUSICIANS\L\Lieblich_Russell\Web_Dimension.sid","",0,4,"",0,0,0,4664,2,1,0,0,0,0,0,3,0,288,0,1,1,0,"2 versions with different intro",0,"",0,0,0,1,"",0,1,"",0
8537,"WEC Le Mans",29,"","w\WECLEMAN_08537_01.zip","",0,"W\WEC_Le_Mans.png",58,109,33,8,79,"MUSICIANS\D\Dunn_Jonathan\WEC_Le_Mans.sid","",0,4,"",0,0,0,233,2,1,0,0,1,0,0,3,0,227,3,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8538,"Weetabix versus the Titchies, The",24,"","w\WEETABIX_08538_01.zip","",0,"W\The_Weetabix_Against_the_Titchies.png",38,9,2744,8,7,"","",0,4,"",0,0,0,1,2,1,0,0,0,0,0,3,0,25,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8539,"Wega Station",23,"","w\WEGASTAT_08539_01.zip","",0,"W\Wega_Station.png",39,99,479,8,7,"","",0,4,"",0,0,0,4665,2,0,0,0,0,0,1,3,0,54,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8540,"Weird Dreams",30,"released in the US by Medalist International/Microprose","w\WEIRDDRM_08540_01.zip","",0,"W\Weird_Dreams.png",73,99,458,8,6,"MUSICIANS\L\Leitch_Barry\Weird_Dreams.sid","",0,4,"",0,0,0,4841,2,1,0,0,1,0,0,3,1,496,1,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8541,"Weird Labyrinth, The",2,"","w\WEIRDLAB_08541_01.zip","",0,"W\The_Weird_Labyrinth.png",38,59,37,8,66,"","",0,4,"",0,0,0,1,2,0,0,0,0,0,0,1,0,68,1,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8542,"Welltris",31,"","w\WELLTRIS_08542_01.zip","",0,"W\Welltris.png",38,20,331,8,7,"GAMES\S-Z\Welltris.sid","",0,4,"",0,0,0,4667,2,1,0,0,1,1,0,3,0,145,0,1,1,0,"",0,"Original version protection note:
---------------------------------
scan of manual is missing to bypass security check of original disk version
",0,0,0,0,"",0,1,"",0
8543,"Weltendämmerung",27,"Happy Computer 1987/04, 64'er Sonderheft 61","w\WELTENDA_08543_01.zip","",0,"W\Weltendaemmerung.png",39,19,1883,8,7,"","",0,4,"",0,0,0,1131,3,0,0,0,0,0,0,3,0,29,0,2,2,0,"",0,"",0,0,13096,1,"",0,1,"",0
8544,"Werewolves of London",28,"","w\WEREWOFL_08544_01.zip","",0,"W\Werewolves_of_London.png",2050,139,552,8,126,"GAMES\S-Z\Werewolves_of_London.sid","",0,4,"",0,0,0,990,2,1,0,0,1,0,0,3,0,169,1,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8546,"Werner - Mach hin!",26,"","w\WERNER_08546_02.zip","",0,"W\Werner_-_Mach_hin!.png",3810,2,111,8,1601,"GAMES\S-Z\Werner.sid","",0,4,"",0,0,0,7494,9,1,0,0,1,0,1,3,1,554,0,1,1,0,"",0,"",0,0,0,0,"",0,2,"",0
8547,"West",24,"","w\WEST1_08547_01.zip","",0,"W\West.png",39,88,123,8,59,"","",0,4,"",0,0,0,2422,2,1,0,0,1,0,0,3,0,130,0,1,1,0,"recycled version",0,"",0,0,0,2,"",0,1,"",0
8548,"West Bank",27,"unofficial release was called ""Bank Panic""","w\WESTBA-E_08548_01.zip","",0,"W\West_Bank.png",104,5,36,8,3,"MUSICIANS\G\Gray_Fred\West_Bank.sid","",0,4,"23110",0,0,0,2509,2,1,0,0,1,1,1,3,0,151,4,1,1,0,"includes unofficial loading screen",0,"",0,0,16283,0,"",0,1,"",0
8549,"Westbury Mystery, The",33,"","w\WESTBURY_08549_01.zip","",0,"W\The_Westbury_Mystery.png",39,88,39,8,7,"","",0,4,"",0,0,0,537,2,0,0,0,0,0,0,3,0,255,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
8550,"Western Adventure",2,"","w\WESTADV1_08550_01.zip","",0,"W\Western_Adventure.png",39,87,39,8,7,"","",0,4,"",0,0,0,2353,8,0,0,0,0,0,0,3,0,178,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
8551,"Western Contest",30,"Golden Disk 64  1991/01","w\WESTERNC_08551_01.zip","",0,"W\Western_Contest.png",216,74,1886,8,493,"MUSICIANS\S\Stember_Rudolf\Western_Contest.sid","",0,4,"",0,0,0,3565,2,0,0,0,1,0,0,3,0,279,0,1,1,0,"",0,"Contains following events:
--------------------------
Bottle Shooting, Calf Roping, Drumming, Colour Bag Throwing",0,0,0,0,"",0,1,"",0
8552,"Western Fighter",28,"Magic Disk 64  1988/11","w\WESTERNF_08552_01.zip","",0,"W\Western_Fighter.png",39,7,209,8,7,"","",0,4,"",0,0,0,4668,2,0,0,0,0,0,0,3,0,251,0,1,2,1,"",0,"",0,0,0,0,"",0,1,"",0
8553,"Western Adventure Game",23,"from the book ""Brainteasers for the Commodore 64""","w\WESTERNG_08553_01.zip","",0,"W\Western_Game.png",39,99,2774,8,291,"","",0,4,"",0,0,0,1001,2,1,0,0,0,0,0,3,0,14,0,1,1,0,"",0,"",0,0,0,2,"",0,1,"",0
8554,"Western Games",27,"Golden Disk 64  1994/06","w\WESTGAM0_08554_01.zip","WESTGAM0.D64",0,"W\Western_Games.png",2075,74,2008,8,1191,"GAMES\S-Z\Western_Games.sid","",0,4,"",0,0,0,1,2,1,0,0,1,0,0,3,0,3,0,1,2,1,"levelpacked version also included on 2nd & 3rd disk",0,"Contains following events:
--------------------------
Arm Wrestling, Beer Shooting, Quid Spitting, Dancing, Milking, Eating",0,0,0,0,"",0,1,"",1
8555,"Westworld",24,"made with ""The Games Creator"" / re-released by Mastertronic","w\WESTWORL_08555_01.zip","",0,"W\Westworld.png",39,5,2677,8,14,"","",0,4,"",0,0,0,1,2,1,0,0,0,0,1,3,0,46,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8556,"Wet Paint",2,"64'er Spielesammlung #5 / a.k.a. ""Paint Brush""","w\WETPNT-E_08556_01.zip","",0,"W\Wet_Paint_(English).png",39,58,151,8,7,"","",0,4,"20.35",0,0,0,42,2,0,0,0,0,0,1,3,0,13,0,1,1,0,"",0,"",0,0,11039,1,"",0,1,"",0
8557,"Whak It",26,"NELCUG Disk #C10 (January 1986)","w\WHAKIT_08557_01.zip","",0,"W\Whak_It.png",39,2,37,8,7,"","",0,4,"",0,0,0,3024,2,0,0,0,1,0,0,3,0,16,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8558,"Wham Ball",29,"COMPUTE!'s Gazette 1989/09 (Issue #75)","w\WHAMBALL_08558_01.zip","",0,"W\Wham_Ball.png",39,45,587,8,7,"","",0,4,"",0,0,0,1281,2,1,0,0,0,0,0,3,0,13,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8559,"Whatzit",34,"COMPUTE!'s Gazette 1995/01","w\WHATZIT_08559_01.zip","",0,"W\Whatzit.png",39,46,587,8,7,"","",0,4,"",0,0,0,2858,2,0,0,0,0,0,0,3,0,15,0,1,1,0,"",0,"",0,0,12010,0,"",0,1,"",0
8560,"Wheel of Fortune",27,"","w\WHEELFO1_08560_02.zip","",0,"W\Wheel_of_Fortune.png",3614,179,239,8,59,"GAMES\S-Z\Wheel_of_Fortune.sid","",0,4,"",0,0,0,4333,2,1,0,0,1,1,0,3,0,1,0,1,3,0,"",0,"",0,8563,14354,2,"",0,2,"",1
8561,"Wheel of Fortune",33,"","w\WHEELOF2_08561_01.zip","",0,"W\Wheel_of_Fortune_v2.png",655,179,3150,8,21,"MUSICIANS\C\Comer\Wheel_of_Fortune.sid","",0,4,"",0,0,0,4669,2,0,0,0,0,0,0,1,0,140,0,1,3,0,"",0,"",0,0,0,0,"",0,1,"",0
8562,"Wheel of Fortune",2,"","w\WHEELOF1_08562_01.zip","",0,"W\Wheel_of_Fortune_v1.png",1988,179,37,8,7,"","",0,4,"",0,0,0,4349,2,0,0,0,1,0,0,3,0,167,0,1,3,0,"",0,"",0,0,0,0,"",0,1,"",0
8563,"Wheel of Fortune - New Second Edition",28,"","w\WHEELFO2_08563_02.zip","",0,"W\Wheel_of_Fortune_-_New_Second_Edition.png",3614,179,239,8,59,"GAMES\S-Z\Wheel_of_Fortune.sid","",0,4,"",0,0,0,4333,2,1,0,0,1,1,0,3,0,1,0,1,3,0,"",0,"",8560,8564,0,2,"",0,2,"",1
8564,"Wheel of Fortune - New Third Edition",28,"","w\WHEELFO3_08564_02.zip","",0,"W\Wheel_of_Fortune_-_New_Third_Edition.png",3614,179,239,8,59,"GAMES\S-Z\Wheel_of_Fortune.sid","",0,4,"",0,0,0,4333,2,1,0,0,1,1,0,3,0,1,0,1,3,0,"",0,"",8563,20290,0,2,"",0,2,"",1
8565,"Wheeler Dealer",23,"","w\WHEELERD_08565_01.zip","",0,"W\Wheeler_Dealer.png",39,19,398,8,7,"","",0,4,"",0,0,0,1,2,1,0,0,0,0,0,3,0,69,0,2,16,1,"",0,"",0,0,0,0,"",0,1,"",0
8566,"Wheelies",28,"","w\WHEELIES_08566_01.zip","",0,"W\Wheelies.png",38,139,2072,8,22,"","",0,4,"",0,0,0,4670,2,1,0,0,1,0,0,3,0,154,2,1,2,1,"",0,"",0,0,0,0,"",0,1,"",0
8567,"Wheelin' Wallie",24,"","w\WHEELWAL_08567_01.zip","",0,"W\Wheelin'_Wallie.png",130,3,702,8,12,"MUSICIANS\H\Hansford_Graham\Wheelin_Wallie.sid","",0,4,"7240",0,0,0,75,2,1,0,0,0,0,0,3,0,77,1,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8568,"Where in Europe is Carmen Sandiego?",28,"","w\CARMEUR0_08568_01.zip","CARMEUR0.D64",0,"W\Where_in_Europe_is_Carmen_Sandiego.png",534,162,206,8,7,"","",0,4,"",0,0,0,2299,2,1,0,0,1,0,0,3,0,2,0,1,1,0,"",0,"",8569,8571,0,0,"",0,1,"",1
8569,"Where in the USA is Carmen Sandiego?",27,"","w\CARMUSA0_08569_01.zip","CARMUSA0.D64",0,"W\Where_in_the_USA_is_Carmen_Sandiego.png",38,162,206,8,7,"","",0,4,"",0,0,0,2300,2,1,0,0,1,0,0,3,0,2,0,1,1,0,"",0,"",8570,8568,0,0,"",0,1,"vtde=yes
",1
8570,"Where in the World is Carmen Sandiego?",26,"","w\CARMENSD_08570_01.zip","",0,"W\Where_in_the_World_is_Carmen_Sandiego.png",3933,162,206,8,203,"","",0,4,"",0,0,0,241,2,1,0,0,1,0,0,3,0,1,0,1,1,0,"",0,"",0,8569,17030,0,"",0,1,"",1
8571,"Where in Time is Carmen Sandiego?",30,"","w\CARMTIM0_08571_01.zip","CARMTIM0.D64",0,"W\Where_in_Time_is_Carmen_Sandiego.png",535,162,206,8,7,"","",0,4,"",0,0,0,3559,2,1,0,0,1,0,0,3,0,3,0,1,1,0,"",0,"",8568,0,0,0,"",0,1,"",1
8572,"Where Time Began",28,"","w\WHERETB1_08572_01.zip","",0,"W\Where_Time_Began.png",39,153,626,8,7,"","",0,4,"",0,0,0,4671,2,0,0,0,0,0,0,3,0,135,0,1,2,1,"",0,"",0,13086,0,0,"",0,1,"",0
8573,"Where's my Bones?",24,"","w\WHERESM1_08573_01.zip","",0,"W\Where's_My_Bones.png",39,13,702,8,15,"","",0,4,"7200",0,0,0,66,2,1,0,0,0,1,1,3,0,117,3,1,1,0,"",0,"",0,0,8574,0,"",0,1,"",0
8574,"Where's my Bones? II",26,"modified version of ""Where's My Bones?""","w\WHERESM2_08574_01.zip","",0,"W\Where's_my_Bones_II.png",39,13,39,8,780,"","",0,4,"",0,0,0,4672,2,0,0,0,0,0,0,3,0,116,2,1,1,0,"",0,"",0,0,8573,0,"",0,1,"",0
8575,"Whirlinurd",25,"","w\WHIRLINU_08575_02.zip","",0,"W\Whirlinurd.png",2952,13,46,8,59,"","",0,4,"12690",0,0,0,397,2,1,0,0,1,0,0,3,0,71,0,1,4,0,"",0,"Cheat infos: 
------------
press 'F1' while playing to skip levels",0,0,0,0,"",0,2,"",0
8576,"Whirlybird",23,"","w\WHIRLYB1_08576_01.zip","",0,"W\Whirlybird.png",39,5,87,8,7,"","",0,4,"",0,0,0,6163,2,0,0,0,0,0,0,3,0,122,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8577,"Whirlybird",25,"COMPUTE!'s Gazette 1985/12 (Issue #30), Best of COMPUTE! & Gazette / a.k.a. ""Eggbert""","w\WHIRLYBI_08577_01.zip","",0,"W\Whirlybird_(Compute!).png",39,44,587,8,7,"","",0,4,"",0,0,0,1158,2,1,0,0,0,0,0,3,0,9,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8578,"Whistler's Brother",24,"","w\WHISTLER_08578_02.zip","",0,"W\Whistler's_Brother.png",534,139,206,8,1514,"MUSICIANS\E\Ewens_Louis\Whistlers_Brother.sid","",0,4,"",0,0,0,4673,2,1,0,0,1,1,1,3,0,176,5,1,1,0,"",0,"",0,0,0,0,"",0,2,"",0
8579,"White Viper",24,"","w\WHITEVIP_08579_01.zip","",0,"W\White_Viper.png",2488,139,3073,8,3,"GAMES\S-Z\White_Viper.sid","",0,4,"",0,0,0,1489,2,1,0,0,1,0,1,3,0,124,8,1,1,0,"",0,"",0,0,0,1,"",0,1,"",0
8580,"White Wash",31,"Games Disk 4 (1991)","w\WHITEWSH_08580_01.zip","",0,"W\White_Wash.png",39,136,3034,8,7,"","",0,4,"",0,0,0,1665,2,0,0,0,1,0,1,3,0,44,0,0,2,0,"",0,"",0,0,0,0,"",0,1,"",0
8581,"White Water",29,"COMPUTE!'s Gazette 1989/11 (Issue #77)","w\WHITEWAT_08581_01.zip","",0,"W\White_Water.png",39,39,587,8,7,"","",0,4,"",0,0,0,1240,2,1,0,0,0,0,1,3,0,32,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8582,"Whitehouse Blues, The",24,"","w\WHITEHOU_08582_01.zip","",0,"W\The_Whitehouse_Blues.png",38,13,642,8,7,"","",0,4,"",0,0,0,1011,2,0,0,0,1,0,0,3,1,269,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8583,"Who Carez [Preview]",34,"","w\WHOCARE-_08583_01.zip","",0,"W\Who_Carez_Preview.png",924,5,883,8,63,"MUSICIANS\K\KB\Who_Cares-Shoot_Him_Up.sid","",0,4,"",0,0,0,4674,2,0,0,0,0,0,0,3,0,53,0,2,2,1,"",0,"",0,0,0,0,"",0,1,"",0
8584,"Who Dares Dies",26,"","w\WHODDIES_08584_01.zip","",0,"W\Who_Dares_Dies_1.png",485,7,39,8,1047,"GAMES\S-Z\Who_Dares_Wins.sid","",0,4,"",0,0,0,4675,2,0,0,0,0,0,0,3,0,184,0,1,1,0,"",0,"",0,0,8585,0,"",0,1,"",0
8585,"Who Dares Wins",25,"Commodore Soft Magazine No.6 / a.k.a. ""Mercenario""","w\WHODARE1_08585_01.zip","",0,"W\Who_Dares_Wins_I.png",485,7,59,8,3,"GAMES\S-Z\Who_Dares_Wins.sid","",0,4,"5750",0,0,0,25,2,1,0,0,0,0,0,3,0,102,6,1,1,0,"",0,"",0,8587,15391,0,"",0,1,"",0
8586,"Who Dares Wins",23,"Commodore Soft Magazine No.2 / a.k.a. ""Terrorista""","w\WHODARES_08586_02.zip","",0,"W\Who_Dares_Wins.png",39,172,115,8,59,"","",0,4,"2300",0,0,0,9,2,1,0,0,1,0,0,3,0,18,0,1,1,0,"",0,"",0,0,0,1,"",0,2,"",0
8587,"Who Dares Wins II",25,"a.k.a. ""Comando Parachutiste"" on French cover","w\WHODARE2_08587_01.zip","",0,"W\Who_Dares_Wins_II.png",485,7,59,8,3,"GAMES\S-Z\Who_Dares_Wins.sid","",0,4,"",0,0,0,25,2,1,0,0,0,0,0,3,0,112,6,1,1,0,"",0,"",8585,0,11196,0,"",0,1,"",0
8588,"Who Dunnit?",23,"from the book ""Brainteasers for the Commodore 64""","w\WHODUNNI_08588_01.zip","",0,"W\Who_Dunnit.png",39,1,2774,8,291,"","",0,4,"",0,0,0,1001,2,1,0,0,0,0,1,3,0,23,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8589,"Who Framed Roger Rabbit",28,"","w\WHOFRAME_08589_01.zip","",0,"W\Who_Framed_Roger_Rabbit.png",245,99,601,8,4,"GAMES\S-Z\Who_Framed_Roger_Rabbit.sid","",0,4,"",0,0,0,4676,2,1,0,0,1,0,1,3,1,551,8,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8590,"Wibstars",26,"","w\WIBSTARS_08590_01.zip","",0,"W\Wibstars.png",38,2,84,8,1119,"","",0,4,"",0,0,0,1,2,1,0,0,1,0,0,3,0,197,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8591,"Wicked",29,"","w\WICKED_08591_01.zip","",0,"W\Wicked.png",45,1,116,8,67,"MUSICIANS\J\Joseph_Richard\Wicked.sid","",0,4,"",0,0,0,395,2,1,0,0,1,0,1,3,0,229,5,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8592,"Widow's Revenge",23,"(re-) released by Bubble Bus Software","w\WIDOWSRE_08592_01.zip","",0,"W\Widow's_Revenge.png",39,60,99,8,545,"","",0,4,"",0,0,0,1133,2,1,0,0,0,0,0,3,0,46,1,1,2,0,"",0,"",0,0,0,0,"",0,1,"",0
8593,"Wie im Eisen der Fuchs...",26,"64'er Sonderheft 1986/04","w\WIEIMEIS_08593_01.zip","",0,"W\Wie_im_Eisen_der_Fuchs....png",2051,87,1882,8,7,"","",0,4,"",0,0,0,472,3,0,0,0,0,0,0,3,0,363,0,1,1,0,"use VICE",0,"",0,0,0,2,"",0,1,"",0
8594,"Wierd War",30,"","w\WIERDWAR_08594_01.zip","",0,"W\Wierd_War.png",39,9,623,8,7,"","",0,4,"",0,0,0,4677,2,0,0,0,0,0,0,3,0,194,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8595,"Wild Blood [Preview]",5,"","w\WILDBLD-_08595_01.zip","",0,"W\Wild_Blood_Preview.png",1231,1,883,8,1,"MUSICIANS\A\Axl\Wild_Blood_preview.sid","",0,4,"",0,0,0,4678,2,0,0,0,0,0,0,3,0,53,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
8596,"Wild Frontier",28,"","w\WILDFRON_08596_01.zip","",0,"W\Wild_Frontier.png",39,153,626,8,7,"","",0,4,"",0,0,0,693,2,0,0,0,0,0,0,3,0,116,0,1,1,0,"",0,"",0,0,0,0,"",0,1,"",0
